protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen
BNIPL	pos	22	574.514829358977	574.5219	3200	IV	ambiguous	1.54	13.137964	1.34	1.58	Cer		d	37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(37:4)	37:4	NA	NA	A
BNIPL	pos	22	574.514829358977	574.5219	3200	IV	ambiguous	1.54	13.137964	1.34	1.58	Cer		d	35.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(35:1)	35:1	NA	NA	A
BNIPL	neg	0	889.834107164383	889.8328	2400000	III.6	unknown	6.21	12.73214	5.75	11.32	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BNIPL	neg	1	651.874957602906	651.874	1600000	III.6	unknown	3.18	11.154524	4.8	8.18	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BNIPL	neg	2	1096.76461114485	1096.763	190000	II	SHexCer	8.06	NaN	6.66	13.1	SHexCer		d	54.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	SHexCer	SHexCer	SHexCer	SHexCer(54:5)	54:5	NA	NA	A
BNIPL	neg	3	540.427793887263	540.427	56000	III.2	unknown	4.53	4.4437153	3.67	4.71	Cer		t	30.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(30:2)	30:2	NA	NA	A
BNIPL	neg	4	383.147062842209	383.1465	28000	III.5	unknown	1.18	1.1920361	0.9	1.31	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BNIPL	neg	5	515.370957078824	515.3702	25000	III.5	unknown	3.45	3.4281724	2.16	3.8	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BNIPL	neg	6	499.375233581141	499.3745	8600	III.6	unknown	5.99	1.3001937	5.86	6.28	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BNIPL	neg	7	464.270182011896	464.2695	8200	III.2	unknown	1.54	1.5625481	0.96	1.62	PE		O	17.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA	PE-O(17:1)	17:1	NA	NA	A
BNIPL	neg	7	464.270182011896	464.2695	8200	III.2	unknown	1.54	1.5625481	0.96	1.62	LysoPC	Lyso		14.0	1.0		14.0	1.0		NaN	NaN		NaN	NaN	LysoPC	NA	NA	LysoPC(14:1)	14:1	LysoPC(14:1)	14:1	A
BPI	pos	0	760.584639369642	760.594	5800000	I	PC	10.43	10.414139	10.13	10.91	PC			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(34:1)	34:1	NA	NA	A
BPI	pos	1	786.597819221498	786.6075	3400000	I	PC	10.6	10.584021	10.17	11.06	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:2)	36:2	NA	NA	A
BPI	pos	2	732.554284343467	732.5633	3300000	I	PC	9.16	9.1938873	8.88	9.79	PC			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(32:1)	32:1	NA	NA	A
BPI	pos	3	758.56926417317	758.5786	1800000	I	PC	9.36	9.3666653	9.09	10.39	PC			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(34:2)	34:2	NA	NA	A
BPI	pos	4	746.60361143627	746.6128	770000	I	PC-O	11.3	11.275225	11.02	11.91	PC		O	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	PC-O	PC-O	PC-O(34:1)	34:1	NA	NA	A
BPI	pos	5	412.341925245471	412.347	740000	III.5	unknown	3.49	3.4594278	1.79	5.46	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BPI	pos	6	472.360686585485	472.3665	670000	III.5	unknown	3.49	3.4007637	1.83	3.94	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BPI	pos	7	456.368483403951	456.3741	510000	III.5	unknown	3.43	3.3778388	1.92	5.27	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BPI	pos	8	428.337228388853	428.3425	480000	III.5	unknown	3.43	3.3816638	1.83	3.99	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BPI	pos	9	718.574756391635	718.5836	470000	I	PC-O	10.0	10.070115	9.75	10.88	PC		O	32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	PC-O	PC-O	PC-O(32:1)	32:1	NA	NA	A
BPI	pos	10	788.615894384741	788.6256	460000	I	PC	11.8	11.864433	11.47	12.35	PC			36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:1)	36:1	NA	NA	A
BPI	pos	11	375.250381736715	375.255	420000	III.2	unknown	2.94	2.9311168	1.58	3.16	MAG			18.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	MAG	NA	MAG	MAG(18:3)	18:3	NA	NA	A
BPI	pos	12	704.523829318523	704.5325	390000	IV.7	ambiguous	8.01	7.9546087	7.8	8.52	PC			30.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(30:1)	30:1	NA	NA	A
BPI	pos	12	704.523829318523	704.5325	390000	IV.7	ambiguous	8.01	7.9546087	7.8	8.52	SM		t	32.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(32:3)	32:3	NA	NA	A
BPI	pos	13	730.539309142072	730.5483	390000	I	PC	8.2	8.1448282	7.98	9.01	PC			32.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(32:2)	32:2	NA	NA	A
BPI	pos	14	718.536356864224	718.5452	380000	I	PE	10.67	10.675223	10.13	10.93	PE			34.0	1.0		18.0	1.0		16.0	0.0		NaN	NaN	PE	PE	PE	PE(34:1)	34:1	PE(16:0/18:1)	16:0/18:1	A
BPI	pos	15	784.585243990566	784.5949	310000	I	PC	9.68	9.6837069	9.36	10.58	PC			36.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:3)	36:3	NA	NA	A
BPI	pos	16	746.570411844863	746.5796	290000	I	PC	9.79	9.8462474	7.05	10.53	PC			33.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(33:1)	33:1	NA	NA	A
BPI	pos	17	814.631774203367	814.6418	260000	I	PC	11.89	11.943683	11.42	12.7	PC			38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(38:2)	38:2	NA	NA	A
BPI	pos	18	706.539304513764	706.548	250000	I	PC	8.94	8.948987	7.93	9.31	PC			30.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(30:0)	30:0	NA	NA	A
BPI	pos	19	744.554136659467	744.5633	220000	I	PE	10.84	10.855853	10.04	11.2	PE			36.0	2.0		18.0	1.0		18.0	1.0		NaN	NaN	PE	PE	PE	PE(36:2)	36:2	PE(18:1/18:1)	18:1/18:1	A
BPI	pos	20	550.343626837627	550.3504	200000	I	PC	3.89	3.9335849	2.99	4.14	PC			19.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(19:1)	19:1	NA	NA	A
BPI	pos	21	772.586491661028	772.596	180000	IV.7	ambiguous	9.99	9.9972235	9.44	10.66	PC			35.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(35:2)	35:2	NA	NA	A
BPI	pos	21	772.586491661028	772.596	180000	IV.7	ambiguous	9.99	9.9972235	9.44	10.66	SM		t	37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(37:4)	37:4	NA	NA	A
BPI	pos	22	772.620991236436	772.6305	170000	I	PC-O	11.42	11.468159	11.24	12.62	PC		O	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	PC-O	PC-O	PC-O(36:2)	36:2	NA	NA	A
BPI	pos	23	676.456574746476	676.4649	160000	II	PS	4.87	NaN	4.1	5.24	PS		O	29.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	PS	PS	PS(29:2)	29:2	NA	NA	A
BPI	pos	24	744.590936206569	744.6001	160000	I	PC-O	10.3	10.340898	9.93	11.7	PC		O	34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	PC-O	PC-O	PC-O(34:2)	34:2	NA	NA	A
BPI	pos	25	782.566268838399	782.5759	160000	I	adduct	10.45	10.448637	10.23	10.84	PC			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(34:1)	34:1	NA	NA	A
BPI	pos	26	774.599166890729	774.6087	150000	IV	ambiguous	10.85	NaN	10.54	11.51	PC			35.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(35:1)	35:1	NA	NA	A
BPI	pos	26	774.599166890729	774.6087	150000	IV	ambiguous	10.85	NaN	10.54	11.51	PE			38.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(38:1)	38:1	NA	NA	A
BPI	pos	26	774.599166890729	774.6087	150000	IV	ambiguous	10.85	NaN	10.54	11.51	HexDAG			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexDAG	ambiguous	HexDAG	HexDAG(34:1)	34:1	NA	NA	A
BPI	pos	26	774.599166890729	774.6087	150000	IV	ambiguous	10.85	NaN	10.54	11.51	PA			40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(40:2)	40:2	NA	NA	A
BPI	pos	27	790.556070506699	790.5658	140000	I	PS	10.59	10.686767	10.41	10.76	PS			36.0	1.0		18.0	1.0		18.0	0.0		NaN	NaN	PS	PS	PS	PS(36:1)	36:1	PS(18:0/18:1)	18:0/18:1	A
BPI	pos	28	678.508449493743	678.5168	100000	IV.7	ambiguous	7.79	7.7837724	7.55	8.08	PC			28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(28:0)	28:0	NA	NA	A
BPI	pos	28	678.508449493743	678.5168	100000	IV.7	ambiguous	7.79	7.7837724	7.55	8.08	SM		t	30.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(30:2)	30:2	NA	NA	A
BPI	pos	29	716.52398163083	716.5328	100000	I	PE	9.56	9.6095469	9.36	10.06	PE			34.0	2.0		16.0	1.0		18.0	1.0		NaN	NaN	PE	PE	PE	PE(34:2)	34:2	PE(16:1/18:1)	16:1/18:1	A
BPI	pos	30	646.430944276458	646.4389	100000	III.5	unknown	4.67	4.6450215	4.05	4.93	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BPI	pos	31	522.312771817606	522.3192	96000	I	PC	2.29	2.2642467	1.62	2.63	PC			17.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(17:1)	17:1	NA	NA	A
BPI	pos	32	762.527915453449	762.5373	95000	I	PS	9.34	9.292793	9.09	9.66	PS			34.0	1.0		18.0	1.0		16.0	0.0		NaN	NaN	PS	PS	PS	PS(34:1)	34:1	PS(16:0/18:1)	16:0/18:1	A
BPI	pos	33	718.538656835918	718.5475	93000	I	PC	8.57	8.5480106	8.25	9.93	PC			31.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(31:1)	31:1	NA	NA	A
BPI	pos	34	734.570359531324	734.5794	87000	I	PC	10.21	10.207239	10.02	10.58	PC			32.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(32:0)	32:0	NA	NA	A
BPI	pos	35	754.536013810993	754.5453	86000	I	adduct	9.17	9.1781104	8.96	9.62	PC			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	adduct	PC	PC(32:1)	32:1	NA	NA	A
BPI	pos	36	690.516401710056	690.5249	83000	IV	ambiguous	4.63	9.4702584	4.05	4.93	PE			32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(32:1)	32:1	NA	NA	A
BPI	pos	36	690.516401710056	690.5249	83000	IV	ambiguous	4.63	9.4702584	4.05	4.93	PC			29.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(29:1)	29:1	NA	NA	A
BPI	pos	36	690.516401710056	690.5249	83000	IV	ambiguous	4.63	9.4702584	4.05	4.93	PA			34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(34:2)	34:2	NA	NA	A
BPI	pos	37	690.507401820819	690.5159	83000	I	PE	9.42	9.4702584	8.95	9.8	PE			32.0	1.0		16.0	1.0		16.0	0.0		NaN	NaN	PE	PE	PE	PE(32:1)	32:1	PE(16:0/16:1)	16:0/16:1	A
BPI	pos	38	353.26855227042	353.2729	79000	III.2	unknown	2.96	3.0036956	1.66	3.14	MAG			18.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	MAG	NA	NA	MAG(18:3)	18:3	NA	NA	A
BPI	pos	38	353.26855227042	353.2729	79000	III.2	unknown	2.96	3.0036956	1.66	3.14	MAG			16.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	MAG	NA	NA	MAG(16:0)	16:0	NA	NA	A
BPI	pos	39	331.224223573312	331.2283	73000	III.5	unknown	2.98	2.988402	1.97	3.1	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	A
BPI	pos	40	744.555436643468	744.5646	67000	IV	ambiguous	8.81	10.855853	8.2	9.66	PC			33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(33:2)	33:2	NA	NA	A
BPI	pos	40	744.555436643468	744.5646	67000	IV	ambiguous	8.81	10.855853	8.2	9.66	PE			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(36:2)	36:2	NA	NA	A
BPI	pos	40	744.555436643468	744.5646	67000	IV	ambiguous	8.81	10.855853	8.2	9.66	SM		t	35.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(35:4)	35:4	NA	NA	A
BPI	pos	40	744.555436643468	744.5646	67000	IV	ambiguous	8.81	10.855853	8.2	9.66	Cer		t	38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(38:4)	38:4	NA	NA	A
BPI	pos	40	744.555436643468	744.5646	67000	IV	ambiguous	8.81	10.855853	8.2	9.66	HexDAG			32.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexDAG	ambiguous	HexDAG	HexDAG(32:2)	32:2	NA	NA	A
BPI	pos	40	744.555436643468	744.5646	67000	IV	ambiguous	8.81	10.855853	8.2	9.66	PA			38.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(38:3)	38:3	NA	NA	A
BPI	pos	41	768.553741292698	768.5632	65000	I	PE	11.01	11.054741	10.72	11.18	PE			38.0	4.0		18.0	0.0		20.0	4.0		NaN	NaN	PE	PE	PE	PE(38:4)	38:4	PE(18:0/20:4)	18:0/20:4	A
BPI	pos	42	724.475883765566	724.4848	63000	IV	ambiguous	4.83	0.96585373	4.18	5.08	Hex2Cer		d	24.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Hex2Cer	ambiguous	Hex2Cer	Hex2Cer(24:0)	24:0	NA	NA	A
BPI	pos	42	724.475883765566	724.4848	63000	IV	ambiguous	4.83	0.96585373	4.18	5.08	SHexCer		d	30.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SHexCer	ambiguous	SHexCer	SHexCer(30:1)	30:1	NA	NA	A
BPI	pos	43	854.576482597791	854.587	57000	I	PI	9.17	9.2692765	8.87	9.45	PI			34.0	1.0		16.0	0.0		18.0	1.0		NaN	NaN	PI	PI	PI	PI(34:1)	34:1	PI(16:0/18:1)	16:0/18:1	A
BPI	pos	44	778.584317844873	778.5939	28000	IV	ambiguous	7.49	14.8767	7.26	7.76	HexCerOH		t	39.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(39:5)	39:5	NA	NA	A
BPI	pos	44	778.584317844873	778.5939	28000	IV	ambiguous	7.49	14.8767	7.26	7.76	PC		O	37.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(37:6)	37:6	NA	NA	A
BPI	pos	44	778.584317844873	778.5939	28000	IV	ambiguous	7.49	14.8767	7.26	7.76	PE		O	40.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(40:6)	40:6	NA	NA	A
BPI	pos	44	778.584317844873	778.5939	28000	IV	ambiguous	7.49	14.8767	7.26	7.76	SM		d	39.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	ambiguous	SM	SM(39:7)	39:7	NA	NA	A
BPI	pos	44	778.584317844873	778.5939	28000	IV	ambiguous	7.49	14.8767	7.26	7.76	PA		O	42.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(42:7)	42:7	NA	NA	A
BPI	pos	44	778.584317844873	778.5939	28000	IV	ambiguous	7.49	14.8767	7.26	7.76	Cer		d	42.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	ambiguous	Cer	Cer(42:7)	42:7	NA	NA	A
BPI	pos	44	778.584317844873	778.5939	28000	IV	ambiguous	7.49	14.8767	7.26	7.76	HexCerOH		t	37.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(37:2)	37:2	NA	NA	A
BPI	pos	45	766.537966101148	766.5474	26000	IV	ambiguous	9.82	2.616288	9.66	10.1	PC			35.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(35:5)	35:5	NA	NA	A
BPI	pos	45	766.537966101148	766.5474	26000	IV	ambiguous	9.82	2.616288	9.66	10.1	PE			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(38:5)	38:5	NA	NA	A
BPI	pos	45	766.537966101148	766.5474	26000	IV	ambiguous	9.82	2.616288	9.66	10.1	HexDAG			34.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	HexDAG	ambiguous	HexDAG	HexDAG(34:5)	34:5	NA	NA	A
BPI	pos	45	766.537966101148	766.5474	26000	IV	ambiguous	9.82	2.616288	9.66	10.1	PA			40.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(40:6)	40:6	NA	NA	A
BPI	pos	45	766.537966101148	766.5474	26000	IV	ambiguous	9.82	2.616288	9.66	10.1	PC			33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(33:2)	33:2	NA	NA	A
BPI	pos	45	766.537966101148	766.5474	26000	IV	ambiguous	9.82	2.616288	9.66	10.1	PE			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(36:2)	36:2	NA	NA	A
BPI	pos	46	814.623874300593	814.6339	13000	IV	ambiguous	5.41	11.806559	5.11	5.5	PE			41.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(41:2)	41:2	NA	NA	A
BPI	pos	46	814.623874300593	814.6339	13000	IV	ambiguous	5.41	11.806559	5.11	5.5	HexCer		d	43.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	ambiguous	HexCer	HexCer(43:7)	43:7	NA	NA	A
BPI	pos	46	814.623874300593	814.6339	13000	IV	ambiguous	5.41	11.806559	5.11	5.5	PC			38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(38:2)	38:2	NA	NA	A
BPI	pos	46	814.623874300593	814.6339	13000	IV	ambiguous	5.41	11.806559	5.11	5.5	PA			43.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(43:3)	43:3	NA	NA	A
BPI	pos	47	766.535766128224	766.5452	11000	IV	ambiguous	10.82	2.616288	10.69	11.06	PC			35.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(35:5)	35:5	NA	NA	A
BPI	pos	47	766.535766128224	766.5452	11000	IV	ambiguous	10.82	2.616288	10.69	11.06	PE			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(38:5)	38:5	NA	NA	A
BPI	pos	47	766.535766128224	766.5452	11000	IV	ambiguous	10.82	2.616288	10.69	11.06	PA			40.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(40:6)	40:6	NA	NA	A
BPI	pos	47	766.535766128224	766.5452	11000	IV	ambiguous	10.82	2.616288	10.69	11.06	PC			33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(33:2)	33:2	NA	NA	A
BPI	pos	47	766.535766128224	766.5452	11000	IV	ambiguous	10.82	2.616288	10.69	11.06	PE			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(36:2)	36:2	NA	NA	A
BPI	pos	48	766.53776610361	766.5472	10000	IV	ambiguous	10.19	2.616288	10.06	10.36	PC			35.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(35:5)	35:5	NA	NA	A
BPI	pos	48	766.53776610361	766.5472	10000	IV	ambiguous	10.19	2.616288	10.06	10.36	PE			38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(38:5)	38:5	NA	NA	A
BPI	pos	48	766.53776610361	766.5472	10000	IV	ambiguous	10.19	2.616288	10.06	10.36	HexDAG			34.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	HexDAG	ambiguous	HexDAG	HexDAG(34:5)	34:5	NA	NA	A
BPI	pos	48	766.53776610361	766.5472	10000	IV	ambiguous	10.19	2.616288	10.06	10.36	PA			40.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(40:6)	40:6	NA	NA	A
BPI	pos	48	766.53776610361	766.5472	10000	IV	ambiguous	10.19	2.616288	10.06	10.36	PC			33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(33:2)	33:2	NA	NA	A
BPI	pos	48	766.53776610361	766.5472	10000	IV	ambiguous	10.19	2.616288	10.06	10.36	PE			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(36:2)	36:2	NA	NA	A
BPI	pos	49	774.54196759469	774.5515	4100	IV	ambiguous	10.17	11.263627	9.93	10.49	PE		O	40.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(40:8)	40:8	NA	NA	A
BPI	pos	49	774.54196759469	774.5515	4100	IV	ambiguous	10.17	11.263627	9.93	10.49	PA		O	42.0	9.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(42:9)	42:9	NA	NA	A
BPI	pos	49	774.54196759469	774.5515	4100	IV	ambiguous	10.17	11.263627	9.93	10.49	HexCerOH		t	37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	ambiguous	HexCerOH	HexCerOH(37:4)	37:4	NA	NA	A
BPI	pos	49	774.54196759469	774.5515	4100	IV	ambiguous	10.17	11.263627	9.93	10.49	PE		O	38.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(38:5)	38:5	NA	NA	A
BPI	pos	49	774.54196759469	774.5515	4100	IV	ambiguous	10.17	11.263627	9.93	10.49	PC		O	35.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(35:5)	35:5	NA	NA	A
BPI	pos	49	774.54196759469	774.5515	4100	IV	ambiguous	10.17	11.263627	9.93	10.49	LysoPE	Lyso		38.0	5.0		38.0	5.0		NaN	NaN		NaN	NaN	LysoPE	ambiguous	LysoPE	LysoPE(38:5)	38:5	LysoPE(38:5)	38:5	A
BPI	neg	0	804.575981920381	804.5748	190000	I	PC	10.39	10.324374	10.2	10.76	PC			34.0	1.0		18.0	1.0		16.0	0.0		NaN	NaN	PC	PC	PC	PC(34:1)	34:1	PC(16:0/18:1)	16:0/18:1	A
BPI	neg	1	776.545040742989	776.5439	120000	I	PC	9.13	9.0853367	8.94	9.54	PC			32.0	1.0		16.0	1.0		16.0	0.0		NaN	NaN	PC	PC	PC	PC(32:1)	32:1	PC(16:0/16:1)	16:0/16:1	A
BPI	neg	1	776.545040742989	776.5439	120000	I	PC	9.13	9.0853367	8.94	9.54	PC			32.0	1.0		18.0	1.0		14.0	0.0		NaN	NaN	PC	PC	PC	PC(32:1)	32:1	PC(14:0/18:1)	14:0/18:1	A
BPI	neg	2	830.59122013671	830.59	110000	I	PC	10.54	10.543854	10.33	10.96	PC			36.0	2.0		18.0	1.0		18.0	1.0		NaN	NaN	PC	PC	PC	PC(36:2)	36:2	PC(18:1/18:1)	18:1/18:1	A
BPI	neg	3	802.560778960052	802.5596	75000	I	PC	9.3	9.2319919	9.11	9.83	PC			34.0	2.0		16.0	1.0		18.0	1.0		NaN	NaN	PC	PC	PC	PC(34:2)	34:2	PC(16:1/18:1)	16:1/18:1	A
BPI	neg	4	861.550265615481	861.549	39000	I	PI	9.28	9.3071956	9.03	9.7	PI			36.0	2.0		18.0	1.0		18.0	1.0		NaN	NaN	PI	PI	PI	PI(36:2)	36:2	PI(18:1/18:1)	18:1/18:1	A
BPI	neg	5	835.534027397683	835.5328	31000	I	PI	9.14	9.1345364	8.87	9.4	PI			34.0	1.0		18.0	1.0		16.0	0.0		NaN	NaN	PI	PI	PI	PI(34:1)	34:1	PI(16:0/18:1)	16:0/18:1	A
BPI	neg	6	716.522552570083	716.5215	31000	IV	ambiguous	10.67	NaN	10.51	10.84	PC			31.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(31:1)	31:1	NA	NA	A
BPI	neg	6	716.522552570083	716.5215	31000	IV	ambiguous	10.67	NaN	10.51	10.84	PE			34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(34:1)	34:1	NA	NA	A
BPI	neg	6	716.522552570083	716.5215	31000	IV	ambiguous	10.67	NaN	10.51	10.84	HexCer		d	32.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	ambiguous	HexCer	HexCer(32:1)	32:1	NA	NA	A
BPI	neg	6	716.522552570083	716.5215	31000	IV	ambiguous	10.67	NaN	10.51	10.84	CerP		d	38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	CerP	ambiguous	CerP	CerP(38:2)	38:2	NA	NA	A
